"Groupe";"pid";"Etablissement";"Groupe.détaillé";"Comparable";"Rentrée";"kpi.ENS.P.effectif";"kpi.ENS.S.titulaires";"kpi.ENS.S.EC";"kpi.ENS.S.DocATER";"kpi.ENS.S.contractuels";"kpi.ETU.P.effectif";"kpi.ETU.S.cycle1_L";"kpi.ETU.S.cycle2_M";"kpi.ETU.S.cycle3_D";"kpi.ETU.S.DU_DE";"kpi.BIA.P.effectif";"kpi.BIA.S.A";"kpi.BIA.S.B";"kpi.BIA.S.C";"kpi.BIA.S.titulaires";"kpi.FIN.P.ressources";"kpi.FIN.S.masseSalariale";"kpi.FIN.S.SCSP";"kpi.FIN.S.recettesFormation";"kpi.FIN.S.recettesRecherche";"kpi.FIN.S.investissements";"kpi.IMO.P.batiments";"kpi.IMO.S.état_satisfaisant";"kpi.IMO.S.énergie_ABC";"kpi.IMO.S.GES_ABC";"kpi.IMO.S.propriété_propre";"kpi.K.dotPres";"kpi.K.resPetu";"kpi.K.forPetu";"kpi.K.recPect";"kpi.K.ensPetu";"kpi.K.titPper";"kpi.K.biaPper";"kpi.K.dotPetu"
"Universités et assimilés";"p25Q3";"Université de Caen Normandie";"Universités et assimilés";TRUE;2013;1505;1183;1026;208;96;24209;15003;8546;660;1143;NA;NA;NA;NA;NA;211802447,2;175254126,629887;179580459,44;13189703,35;2945614,73;5840267,16;NA;NA;NA;NA;NA;0,847867726808777;8994,11640409359;544,826442645297;2870,96952241715;5,43122850227186;NA;NA;7625,82103019236
"Universités et assimilés";"p25Q3";"Université de Caen Normandie";"Universités et assimilés";TRUE;2014;1515;1176;1006;233;89;25543;16195;8670;678;1029;NA;NA;NA;NA;NA;211961587;176717016;180314754;13459194,86;3004268,47;7664787;NA;NA;NA;NA;NA;0,850695432847462;8524,49575708828;526,923026269428;2986,35036779324;5,08747235069375;NA;NA;7251,74960788257
"Universités et assimilés";"p25Q3";"Université de Caen Normandie";"Universités et assimilés";TRUE;2015;1531;1157;921;254;30;27173;17375;9107;691;1319;1065;260;273;532;825;215040002;178907905;181893266;NA;NA;6568845;NA;NA;NA;NA;NA;0,845857813933614;8120,23268635299;NA;NA;4,48228985726154;0,763482280431433;0,410246533127889;6868,56226871082
"Universités et assimilés";"p25Q3";"Université de Caen Normandie";"Universités et assimilés";TRUE;2016;1510;1140;904;270;18;28044;17983;9384;677;1270;1068;271;270;527;819;215867897;183479201;186065677;NA;NA;9010960;100;59;27;39;11;0,861942324846941;7887,89041546388;NA;NA;4,23137355208828;0,75989138867339;0,414274631497285;6798,90660284284
"Universités et assimilés";"p25Q3";"Université de Caen Normandie";"Universités et assimilés";TRUE;2017;1488;1114;884;274;19;27802;18054;9072;676;1242;1231;382;289;560;813;220752870;184580126;190110340;15150055;NA;4186389;95;33;41;56;11;0,861190796749324;8138,05463393055;544,926803827063;NA;4,17680454176805;0,708716439867598;0,452739977933064;7008,41775418418
"Universités et assimilés";"p25Q3";"Université de Caen Normandie";"Universités et assimilés";TRUE;2018;1475;1110;963;245;102;28139;18367;9127;645;1170;1242;429;288;525;797;224796758;184567146;191337118;15979823;2816109;10844947;94;33;41;56;11;0,851156038469203;8176,21146431949;567,888802018551;2924,30841121495;4,40823452389612;0,701877070298123;0,457121825542878;6959,23175965665
"Universités et assimilés";"p25Q3";"Université de Caen Normandie";"Universités et assimilés";TRUE;2019;1419;1094;958;201;107;28707;18702;9251;754;1209;1227;430;278;519;766;225057812;185733662;193560797;14561863;3480587;14913554;94;30;41;56;11;0,860049225929558;8051,29367152005;507,258264534782;3633,18058455115;4,29649769255536;0,702947845804989;0,463718820861678;6924,50888992237
"Universités et assimilés";"p25Q3";"Université de Caen Normandie";"Universités et assimilés";TRUE;2020;1427;1097;926;238;75;29869;19612;9502;755;1037;1211;446;273;492;751;235267459;190611842;199900020;20443309;4583478;27249853;94;32;41;56;11;0,849671352126942;8080,90468503126;684,432321135626;4949,76025917927;4,02555471594422;0,700530705079606;0,459059893858984;6866,11321013945
"Universités et assimilés";"p25Q3";"Université de Caen Normandie";"Universités et assimilés";TRUE;2021;1451;1098;957;230;104;29809;19013;9995;801;1214;1241;468;277;496;734;245228936;199831573;204654783;21328416;6117734;30822113;94;33;41;56;80;0,834545818035112;8453,83811362383;715,502566339025;6392,61650992685;4,14368450082736;0,680534918276374;0,460995542347697;7055,1152440706
"Universités et assimilés";"p25Q3";"Université de Caen Normandie";"Universités et assimilés";TRUE;2022;NA;NA;NA;NA;NA;29469;19137;9536;796;1279;NA;NA;NA;NA;NA;251997433;207365805;206332306;20741853;6034017;41522595;93;33;41;56;80;0,818787332647154;8788,66644578523;703,853303471445;NA;NA;NA;NA;7196,04875667004
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2006;NA;NA;NA;NA;NA;4163;2658;1299;206;19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2007;NA;NA;NA;NA;NA;4232;2676;1345;211;74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2008;NA;NA;NA;NA;NA;3706;2225;1278;203;139;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2009;NA;NA;NA;NA;NA;3689;2461;1056;172;95;NA;NA;NA;NA;NA;42571658,91;32809066,75;31967091;1241153,86;206225,4;7007888,94;NA;NA;NA;NA;NA;0,750900759295781;12104,5376485641;336,447237733803;NA;NA;NA;NA;9089,30651123116
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2010;NA;229;NA;NA;NA;3801;2602;1022;177;135;NA;NA;NA;NA;NA;45543131,93;34383005,36;33460734;1325335,7;176758,71;7657435,19;NA;NA;NA;NA;NA;0,734704281019349;12567,0893846578;348,680794527756;NA;NA;NA;NA;9233,09437086093
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2011;NA;235;NA;NA;NA;3719;2553;1009;157;170;NA;NA;NA;NA;NA;46405159,78;35854868,85;34588752;1262961,71;199607,02;3156419,12;NA;NA;NA;NA;NA;0,745364355256617;13027,8382313307;339,59712557139;NA;NA;NA;NA;9710,48624368332
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2012;324;242;198;48;31;3757;2616;1000;141;191;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,54977876106195;NA;NA;NA
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2013;340;245;209;48;43;3959;2772;1049;138;227;NA;NA;NA;NA;NA;52123495;38396079;35599285;NA;NA;11025613;NA;NA;NA;NA;NA;0,682979623680262;13641,3229521068;NA;NA;7,53729390211986;NA;NA;9316,7456163308
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2014;324;239;192;50;30;3993;2825;1035;133;221;NA;NA;NA;NA;NA;48865015;38984997,45;33676104;1422997,07;146473,96;13342839,25;NA;NA;NA;NA;NA;0,689165940090267;12659,3303108808;356,372920110193;762,885208333333;6,96891191709845;NA;NA;8724,3792746114
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2015;344;242;169;54;6;3982;2868;973;141;269;321;125;106;90;171;49068729;38212350;36916351;NA;NA;5984309;NA;NA;NA;NA;NA;0,752339662190965;12774,9880239521;NA;NA;6,45665191356418;0,621052631578947;0,482706766917293;9611,13017443374
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2016;352;243;172;57;11;3986;2891;960;135;213;297;117;95;85;182;50826218;39815805;38500981;NA;NA;3926528;12;1;0;0;1;0,757502378004989;13198,1869644248;NA;NA;6,59568943131654;0,654853620955316;0,457627118644068;9997,65801090626
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2017;351;236;166;63;13;4139;3021;1014;104;314;272;86;86;100;188;53975139;40320993;39712427;1454753;56043;7057371;31;19;16;18;8;0,735754047803378;13376,7382899628;351,474510751389;337,60843373494;6,17100371747212;0,680577849117175;0,436597110754414;9841,98934324659
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2018;348;226;197;64;58;4181;3026;1057;98;314;280;92;89;99;191;54822585;41116778;39798391;2259873;78538;7281715;31;20;19;20;9;0,725948822004654;13427,0352681852;540,510165032289;398,670050761421;6,95566985060005;0,664012738853503;0,445859872611465;9747,34043595396
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2019;360;225;202;69;66;4274;2997;1184;93;383;313;122;89;102;186;57459827;43621771;41478061;2469765;105241;9177606;31;22;17;17;9;0,721861919284929;13743,0822769672;577,857978474497;520,995049504951;6,96005740253528;0,610698365527489;0,465081723625557;9920,60774934226
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2020;354;226;198;63;65;4392;3156;1148;88;355;379;143;128;108;194;60163300;44112327;42647032;4648837;322640;9314600;31;19;6;7;9;0,708854600728351;13978,4618959108;1058,47836976321;1629,49494949495;6,76115241635688;0,572987721691678;0,517053206002729;9908,6970260223
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2021;343;230;198;61;52;4475;3254;1127;94;483;375;159;130;86;198;63024845;45871991;44131656;4374438;236884;0;31;18;2;5;9;0,700226331377729;14385,9495548961;977,528044692737;1196,38383838384;6,43688655558092;0,596100278551532;0,522284122562674;10073,42068021
"Universités et assimilés";"NLCOF";"Université de Corse Pasquale Paoli";"Universités et assimilés";FALSE;2022;NA;NA;NA;NA;NA;4130;2980;1047;103;315;NA;NA;NA;NA;NA;66081274;49183723;43341018;3840000;1253280;18145200;31;2;2;5;9;0,655874431234483;16409,5540104296;929,782082324455;NA;NA;NA;NA;10762,606903402
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2006;NA;NA;NA;NA;NA;20290;12939;6615;736;736;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2007;NA;NA;NA;NA;NA;19428;12192;6469;767;775;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2008;NA;NA;NA;NA;NA;19109;11926;6403;780;876;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2009;NA;NA;NA;NA;NA;19881;12501;6630;750;774;NA;NA;NA;NA;NA;183834982,39;150671191,19;155346589,63;7155859,06;7406289,65;9283780,63;NA;NA;NA;NA;NA;0,845032798493364;9609,27198735037;359,93456365374;NA;NA;NA;NA;8120,14999895458
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2010;NA;1109;NA;NA;NA;19491;12316;6449;726;846;NA;NA;NA;NA;NA;191511392,1;155175575,36;156645346,61;6464150,5;9990207,28;7968642,21;NA;NA;NA;NA;NA;0,817942707701721;10205,7762909672;331,647965727772;NA;NA;NA;NA;8347,74029363176
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2011;NA;1112;NA;NA;NA;19515;12309;6488;718;942;NA;NA;NA;NA;NA;193322850,12;158200539,02;157849113,39;5988461,15;4143797,12;11624272,42;NA;NA;NA;NA;NA;0,816505205111653;10284,7715124754;306,864522162439;NA;NA;NA;NA;8397,56947332021
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2012;1411;1111;839;229;54;19556;12436;6414;706;924;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,18037135278515;NA;NA;NA
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2013;1386;1096;847;213;60;20077;12737;6644;696;972;NA;NA;NA;NA;NA;194937819;160638824;161025657;NA;NA;7915846;NA;NA;NA;NA;NA;0,826036003819249;10058,1919921573;NA;NA;5,96460450957123;NA;NA;8308,42871884836
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2014;1421;1119;852;223;64;20614;13113;6793;708;1084;NA;NA;NA;NA;NA;196598106;161475361;161824135;5919399,04;4641319,55;8407561;NA;NA;NA;NA;NA;0,823121536074208;9876,32402290767;287,154314543514;5447,558157277;5,94293177936301;NA;NA;8129,41500050236
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2015;1367;1076;789;222;11;21022;13334;6989;699;1216;1091;369;235;487;734;188613936;160109766;161881364;NA;NA;7377945;NA;NA;NA;NA;NA;0,858268309506038;9280,81169118732;NA;NA;5,34861979038528;0,736371033360456;0,443856794141579;7965,42656103922
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2016;1371;1075;794;222;9;21308;13728;6913;667;1031;1059;276;244;539;737;194214786;162981730;165326412;NA;NA;7820253;112;82;42;49;2;0,851255537258631;9409,17523375805;NA;NA;5,25168354246403;0,745679012345679;0,435802469135802;8009,61251877332
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2017;1364;1059;817;198;49;20794;13837;6957;0;932;1093;311;246;536;738;196827277;162375853;167727892;6099399;4312949;7844766;112;60;42;49;2;0,852157762666198;9465,58031162836;293,324949504665;5279,00734394125;5,3284601327306;0,731379731379731;0,444851444851445;8066,16774069443
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2018;1315;1040;818;202;56;21237;14004;7233;0;834;1284;546;235;503;720;199416829;162284292;167921073;6475095;4256838;9365547;112;62;42;49;4;0,842060691878718;9390,06587559448;304,896878090126;5203,95843520782;5,16080425672176;0,677183532127741;0,49403616775683;7907,00536798983
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2019;1299;1051;806;184;48;21555;14334;7221;0;831;1087;316;248;523;700;197272936;163596786;169719047;5968661;4094950;11090212;112;66;44;49;5;0,860326056078975;9152,07311528648;276,903781025284;5080,58312655087;5,09858501507771;0,733864207879296;0,455574182732607;7873,76696822083
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2020;1326;1067;825;183;59;22088;14591;7497;0;711;1089;322;256;511;692;203789806;168425630;173028501;6510742;3097856;8393841;112;69;50;55;5;0,849053759833306;9226,26792828685;294,763763129301;3754,97696969697;5,09779065555958;0,728364389233954;0,450931677018634;7833,5974737414
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2021;1323;1040;821;196;70;21879;14271;7608;0;890;1150;355;263;532;673;218996698;176139909;178102552;10211126;5004451;12342916;112;76;50;55;5;0,813265924219551;10009,4473239179;466,708990356049;6095,55542021925;5,07335801453449;0,69268095430651;0,465022240194096;8140,34242881302
"Universités et assimilés";"7Mpgt";"Université de Franche-Comté";"Universités et assimilés";TRUE;2022;NA;NA;NA;NA;NA;21103;13565;7538;0;1043;NA;NA;NA;NA;NA;225920844;181863708;178640005;3778577;3958034;31006835;112;76;56;60;5;0,790719447737191;10705,6268776951;179,054020755343;NA;NA;NA;NA;8465,14737241151
"Universités et assimilés";"hy4EW";"Université de Guyane";"Universités et assimilés";FALSE;2006;NA;NA;NA;NA;NA;448;0;448;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"hy4EW";"Université de Guyane";"Universités et assimilés";FALSE;2007;NA;NA;NA;NA;NA;465;0;465;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"hy4EW";"Université de Guyane";"Universités et assimilés";FALSE;2008;NA;NA;NA;NA;NA;442;0;442;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"hy4EW";"Université de Guyane";"Universités et assimilés";FALSE;2014;NA;NA;NA;NA;NA;2524;1846;678;0;162;NA;NA;NA;NA;NA;19084464;14131139;16215375;1020635,49;0;1176431;NA;NA;NA;NA;NA;0,849663632156502;7561,19809825674;404,372222662441;NA;NA;NA;NA;6424,47503961965
"Universités et assimilés";"hy4EW";"Université de Guyane";"Universités et assimilés";FALSE;2015;NA;37;NA;NA;NA;2838;2024;814;0;159;78;25;30;23;48;19978282;15491427;17116123;NA;NA;47692607;NA;NA;NA;NA;NA;0,856736480143788;7039,56377730796;NA;NA;NA;NA;NA;6031,05109231853
"Universités et assimilés";"hy4EW";"Université de Guyane";"Universités et assimilés";FALSE;2016;88;57;52;16;10;3302;2361;858;83;297;109;34;26;49;72;NA;NA;NA;NA;NA;NA;19;0;0;0;0;NA;NA;NA;NA;2,08139173656415;0,654822335025381;0,553299492385787;NA
"Universités et assimilés";"hy4EW";"Université de Guyane";"Universités et assimilés";FALSE;2017;127;93;59;17;13;3297;2303;934;60;145;121;36;32;53;66;25575235;19275313;22056249;NA;NA;3353190;16;0;0;0;0;0,862406503791656;7900,90670373803;NA;NA;3,27463700957677;0,641129032258065;0,487903225806452;6813,79332715477
"Universités et assimilés";"hy4EW";"Université de Guyane";"Universités et assimilés";FALSE;2018;118;74;48;17;27;3601;2601;942;58;201;128;37;32;59;68;28096713;20977982;21545595;NA;NA;28783230;17;0;0;0;0;0,766836853834112;7930,20406435224;NA;NA;2,85069150437482;0,577235772357724;0,520325203252033;6081,17273497036
"Universités et assimilés";"hy4EW";"Université de Guyane";"Universités et assimilés";FALSE;2019;127;87;63;17;23;3802;2874;863;65;337;171;48;46;77;80;26418331;21688124;23122194;1172105;NA;1463057;17;0;0;0;0;0,875232958508999;7069,39550441531;308,286428195686;NA;2,94353759700294;0,560402684563758;0,573825503355705;6187,36794219963
"Universités et assimilés";"hy4EW";"Université de Guyane";"Universités et assimilés";FALSE;2020;143;100;64;17;25;3960;2935;966;59;157;85;27;28;30;NA;32723349;25558516;26371330;1172235;8625;99299;19;0;0;0;0;0,805887258055403;8388,45142271213;296,018939393939;134,765625;3,20430658805435;NA;0,37280701754386;6760,14611638042
"Universités et assimilés";"hy4EW";"Université de Guyane";"Universités et assimilés";FALSE;2021;156;100;70;17;37;3890;3051;771;68;242;187;72;44;71;82;NA;NA;NA;NA;NA;NA;19;0;0;0;0;NA;NA;NA;NA;3,58451072736787;0,530612244897959;0,545189504373178;NA
"Universités et assimilés";"hy4EW";"Université de Guyane";"Universités et assimilés";FALSE;2022;NA;NA;NA;NA;NA;3399;2688;656;55;185;NA;NA;NA;NA;NA;27127132;23796534;24450940;1706100;0;NA;19;0;0;0;0;0,901346297868864;8112,18062200957;501,941747572816;NA;NA;NA;NA;7311,88397129187
"Universités et assimilés";"OJZ4a";"Université de Haute-Alsace";"Universités et assimilés";FALSE;2006;NA;NA;NA;NA;NA;7347;5527;1662;158;187;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"OJZ4a";"Université de Haute-Alsace";"Universités et assimilés";FALSE;2007;NA;NA;NA;NA;NA;7463;5608;1696;159;168;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"OJZ4a";"Université de Haute-Alsace";"Universités et assimilés";FALSE;2008;NA;NA;NA;NA;NA;7501;5597;1728;176;202;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Universités et assimilés";"OJZ4a";"Université de Haute-Alsace";"Universités et assimilés";FALSE;2009;NA;NA;NA;NA;NA;7774;5572;2031;171;149;NA;NA;NA;NA;NA;82119388,97;61508176,81;65140546,47;5727866,86;1283644,27;7110907,68;NA;NA;NA;NA;NA;0,79324197716324;10800,9192384585;736,797898121945;NA;NA;NA;NA;8567,7425318953
"Universités et assimilés";"OJZ4a";"Université de Haute-Alsace";"Universités et assimilés";FALSE;2010;NA;439;NA;NA;NA;7947;5558;2226;163;158;NA;NA;NA;NA;NA;85836948,25;63682327,98;66608855,93;6797182,46;963750,16;6808413,4;NA;NA;NA;NA;NA;0,775992824628408;11027,3571749743;855,314264502328;NA;NA;NA;NA;8557,15004239466
"Universités et assimilés";"OJZ4a";"Université de Haute-Alsace";"Universités et assimilés";FALSE;2011;NA;444;NA;NA;NA;7743;5356;2192;195;162;NA;NA;NA;NA;NA;86926892,18;65089455,24;67129872;7469206,38;755781,7;5946527,98;NA;NA;NA;NA;NA;0,772256666682547;11516,5463937467;964,639852770244;NA;NA;NA;NA;8893,72972972973
"Universités et assimilés";"OJZ4a";"Université de Haute-Alsace";"Universités et assimilés";FALSE;2012;566;441;364;87;29;7536;5276;2082;178;156;NA;NA;NA;NA;NA;89667360,53;66806095,8535238;68743745;8053529,32;689752,53;7006318,05;NA;NA;NA;NA;NA;0,766652933616803;12186,3768048383;1068,67427282378;1894,92453296703;6,38760532753466;NA;NA;9342,72152758902
"Universités et assimilés";"OJZ4a";"Université de Haute-Alsace";"Universités et assimilés";FALSE;2013;555;442;358;79;25;7436;5116;2104;216;194;NA;NA;NA;NA;NA;90222050,93;66627023,7077057;69400830;8338335,35;719870,28;3322373,06;NA;NA;NA;NA;NA;0,769222482581842;12496,1289376731;1121,34687331899;2010,81083798883;6,46814404432133;NA;NA;9612,30332409972
"Universités et assimilés";"OJZ4a";"Université de Haute-Alsace";"Universités et assimilés";FALSE;2014;534;436;346;75;16;7688;5266;2171;251;210;NA;NA;NA;NA;NA;93031952;67039954;70701445;10424261,72;507141,97;3146637;NA;NA;NA;NA;NA;0,759969488762313;12509,3387118462;1355,91333506764;1465,72823699422;6,07771951055533;NA;NA;9506,71574559634
